,Waasland-Beveren scored,Waasland-Beveren received,Genk scored,Genk received,St Truiden scored,St Truiden received,Charleroi scored,Charleroi received,Standard scored,Standard received,Mechelen scored,Mechelen received,Anderlecht scored,Anderlecht received,Eupen scored,Eupen received,Antwerp scored,Antwerp received,Mouscron scored,Mouscron received,Gent scored,Gent received,Oostende scored,Oostende received,Waregem scored,Waregem received,Cercle Brugge scored,Cercle Brugge received,Club Brugge scored,Club Brugge received,Kortrijk scored,Kortrijk received,Beerschot VA scored,Beerschot VA received,Oud-Heverlee Leuven scored,Oud-Heverlee Leuven received
0,0,2.666666667,2,1.333333333,0.333333333,2.333333333,2,0.666666667,0.333333333,0.666666667,2.666666667,0.333333333,5.333333333,0.333333333,1.333333333,2.666666667,1.333333333,0.666666667,0.666666667,1,1.666666667,2,1.333333333,2.666666667,1,3.333333333,1,0.666666667,1.666666667,0.666666667,0.666666667,1.333333333,2,0.666666667,1.666666667,3.666666667
1,0.333333333,2,2,1.666666667,0.333333333,2,2.333333333,0.333333333,0.666666667,1,1.666666667,0.333333333,4.333333333,0.333333333,1,2,1.666666667,1,0.666666667,1,0.666666667,2.333333333,1,2.666666667,1,4,1.333333333,1,2.666666667,0.666666667,1.333333333,1.333333333,2,0.666666667,1.666666667,3.333333333
2,0.666666667,2.333333333,1.666666667,1,0.333333333,1,2.666666667,0.666666667,0.666666667,0.333333333,1.333333333,1.333333333,3.666666667,0.666666667,0.333333333,1.666666667,1,0.666666667,0.666666667,0.666666667,0.666666667,2.333333333,0.666666667,1.666666667,1.666666667,3.666666667,2,1.666666667,2,0.666666667,0.666666667,0.666666667,2.333333333,0.666666667,1,2
3,1,3,0.666666667,1,0.666666667,1.333333333,2,0.333333333,1.666666667,0.333333333,1,1.333333333,2,1.333333333,0.333333333,1.666666667,0.666666667,1.333333333,0.333333333,1,0.666666667,1,0.666666667,1,2,1.333333333,1.666666667,1.333333333,2,0.666666667,1,0.333333333,1.333333333,1.333333333,1.666666667,1.666666667
4,0.666666667,2.333333333,0.333333333,0.666666667,0.333333333,0.333333333,1.666666667,0.333333333,1,0,0.666666667,1.333333333,1,1,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.333333333,0.666666667,0.666666667,1.666666667,0.333333333,1,1,0.666666667,0.666666667,0.333333333,0,0.333333333,1,1.333333333,1.333333333
5,0.333333333,1,0.333333333,0.666666667,0.333333333,0.333333333,0.666666667,0,1,0,0,0.333333333,0.666666667,0.666666667,0.333333333,0.333333333,0,0.666666667,0,0.333333333,0.333333333,0,0.666666667,0.666666667,0.333333333,0,0,0.333333333,0.666666667,0.333333333,0.333333333,0,0,1,1,0.333333333
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
